taxi_zone,zone_name,attraction_place_id,index,attraction_name,category,price,isFree,description,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,popular_times,time_spent,current_popularity
107,Gramercy,ChIJH8eOxZ9ZwokR1GxjNrdIyLQ,63,Stuyvesant Square Park,natural,0,TRUE,"Stuyvesant Square Park in Manhattan features landscaped gardens, historic statues, wrought-iron fences, walking paths, benches, and a tranquil atmosphere, offering a peaceful retreat in the bustling city.",40.7339465,-73.9841048,"9, Rutherford Place, New York",4.5,1529,(212) 639-9675,http://www.nycgovparks.org/parks/stuyvesant-square,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=13026741873897860308,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 07:00 - 23:00, 1: 07:00 - 23:00, 2: 07:00 - 23:00, 3: 07:00 - 23:00, 4: 07:00 - 23:00, 5: 07:00 - 23:00, 6: 07:00 - 23:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 17, 24, 31, 39, 46, 60, 78, 98, 100, 83, 60, 42, 31, 21, 17, 15, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 20, 22, 25, 32, 43, 57, 70, 91, 99, 95, 81, 63, 44, 29, 18, 16, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 14, 22, 32, 47, 57, 64, 71, 77, 79, 65, 53, 37, 30, 24, 21, 15, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 15, 21, 29, 42, 51, 61, 68, 74, 75, 66, 54, 37, 22, 12, 9, 10, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 20, 27, 32, 37, 42, 55, 63, 80, 82, 74, 62, 50, 40, 31, 24, 16, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 14, 24, 32, 37, 41, 52, 61, 70, 65, 50, 36, 28, 23, 21, 15, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 6, 11, 18, 25, 37, 50, 61, 72, 75, 78, 70, 50, 32, 17, 12, 9, 0]}]","[60, 60]",67
107,Gramercy,ChIJ7ZepVKBZwokR_kWTg5ib0hA,64,Gramercy Park,natural,0,TRUE,"Gramercy Park, a secluded green space, features elegant landscaping, historic sculptures, and limited access, offering a tranquil and exclusive environment amidst the city’s hustle and bustle.",40.7379165,-73.9858979,New York,4.1,489,(212) 260-3875,http://www.gramercyparkblockassociation.org/,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,"['park', 'point_of_interest']",+1 212-260-3875,https://maps.google.com/?cid=1212202329060886014,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 08:00 - 00:00, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59",[],"[None, None]",
107,Gramercy,ChIJI0r-CaJZwokR3lrfD3mbwro,65,Evelyn's Playground,entertainment,0,TRUE,"Evelyn’s Playground, located in Union Square, features colorful play structures, water sprinklers, sandbox areas, and benches, providing a fun and safe environment for children in the heart of the city.",40.7362819,-73.9897527,"Union Square West &, East 17th Street, New York",4.6,131,(212) 639-9675,https://www.nycgovparks.org/parks/union-square-park/facilities/playgrounds,,,['point_of_interest'],+1 212-639-9675,https://maps.google.com/?cid=13457489580796107486,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00","[{'name': 'Monday', 'data': [33, 25, 4, 12, 20, 8, 0, 8, 16, 25, 8, 4, 8, 12, 29, 20, 8, 0, 0, 4, 16, 16, 29, 16]}, {'name': 'Tuesday', 'data': [16, 12, 20, 25, 66, 54, 62, 83, 70, 33, 8, 8, 16, 33, 16, 8, 0, 4, 8, 20, 20, 20, 4, 4]}, {'name': 'Wednesday', 'data': [0, 20, 50, 100, 20, 54, 50, 54, 20, 8, 4, 16, 16, 12, 4, 8, 16, 33, 20, 25, 37, 58, 33, 25]}, {'name': 'Thursday', 'data': [8, 4, 0, 8, 12, 4, 12, 29, 16, 20, 37, 50, 70, 91, 100, 62, 29, 8, 12, 4, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [8, 16, 37, 25, 4, 8, 16, 25, 50, 37, 41, 25, 37, 25, 33, 45, 20, 8, 8, 16, 41, 37, 58, 29]}, {'name': 'Saturday', 'data': [12, 0, 0, 0, 29, 16, 12, 20, 20, 33, 25, 33, 37, 16, 16, 16, 25, 12, 16, 12, 20, 16, 20, 20]}, {'name': 'Sunday', 'data': [33, 58, 37, 25, 29, 62, 45, 54, 83, 54, 25, 4, 16, 33, 58, 33, 33, 8, 8, 12, 29, 45, 50, 66]}]","[None, None]",100
113,Greenwich Village North,ChIJjX494pBZwokRGH620d9eYfo,66,Washington Square Park,natural,0,TRUE,"Washington Square Park, renowned for its iconic arch, features a central fountain, vibrant cultural activities, lush gardens, and diverse street performances, creating a lively and welcoming atmosphere.",40.7308838,-73.997332,"Washington Square, New York",4.6,27756,,https://www.nycgovparks.org/parks/washington-square-park,"['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200912:00\u202fAM']",,"['park', 'point_of_interest']",,https://maps.google.com/?cid=18041805897612033560,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 00:00, 1: 06:00 - 00:00, 2: 06:00 - 00:00, 3: 06:00 - 00:00, 4: 06:00 - 00:00, 5: 06:00 - 00:00, 6: 06:00 - 00:00",[],"[None, None]",
113,Greenwich Village North,ChIJM72shZBZwokRztOW_yxN3Yg,67,Triangle Shirtwaist Factory,other,0,TRUE,"The Triangle Shirtwaist Factory, scene of the devastating 1911 fire, stands as a poignant reminder of labor struggles and the crucial need for workplace safety reforms, honoring the victims’ legacy.",40.7299982,-73.9954675,"23 Washington Place, New York",4.6,52,,http://rememberthetrianglefire.org/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],,https://maps.google.com/?cid=9862123614673228750,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [0, 11, 11, 0, 44, 44, 11, 0, 11, 22, 33, 33, 44, 33, 44, 11, 22, 55, 88, 55, 33, 44, 33, 44]}, {'name': 'Tuesday', 'data': [22, 33, 77, 44, 0, 0, 0, 0, 11, 33, 33, 66, 66, 44, 55, 22, 11, 11, 33, 11, 11, 11, 33, 33]}, {'name': 'Wednesday', 'data': [11, 11, 33, 11, 33, 11, 0, 0, 0, 0, 11, 44, 33, 22, 33, 66, 44, 11, 0, 0, 11, 33, 11, 0]}, {'name': 'Thursday', 'data': [11, 33, 44, 66, 0, 0, 11, 22, 11, 22, 55, 100, 100, 77, 44, 33, 55, 22, 22, 22, 22, 22, 22, 0]}, {'name': 'Friday', 'data': [11, 22, 11, 0, 11, 11, 22, 11, 11, 33, 44, 22, 11, 11, 33, 44, 33, 44, 22, 0, 11, 22, 44, 22]}, {'name': 'Saturday', 'data': [11, 0, 11, 0, 33, 44, 22, 11, 0, 11, 33, 11, 0, 11, 11, 22, 33, 66, 33, 22, 33, 22, 22, 11]}, {'name': 'Sunday', 'data': [11, 22, 44, 44, 0, 11, 22, 11, 11, 33, 22, 22, 44, 33, 33, 11, 0, 11, 33, 55, 44, 22, 0, 0]}]","[None, None]",6
113,Greenwich Village North,ChIJL_35MJFZwokRQmjT1UVDOO8,68,Hangman's Elm,natural,0,TRUE,"Hangman’s Elm, an ancient English Elm tree in Washington Square Park, is steeped in history and folklore, with legends of public executions, adding an eerie yet intriguing element to the park’s atmosphere.",40.7319556,-73.9986131,"Washington Square West, New York",4.8,35,,https://www.nycgovparks.org/facilities/great-trees?id=33,,,['point_of_interest'],,https://maps.google.com/?cid=17237601540979779650,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
114,Greenwich Village South,ChIJmzPYgJFZwokRg4zUwTlZwtI,69,Comedy Cellar,cultural,15,FALSE,"Comedy Cellar, a famous comedy club in Greenwich Village, showcases top comedians, intimate performances, and a vibrant atmosphere, offering a beloved venue for laughter and entertainment in New York City.",40.7302002,-74.0005639,"117 MacDougal Street, New York",4.7,5423,(212) 254-3480,http://comedycellar.com/,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fAM']",3,['point_of_interest'],+1 212-254-3480,https://maps.google.com/?cid=15186798998046674051,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 11:00 - 03:00, 1: 11:00 - 03:00, 2: 11:00 - 03:00, 3: 11:00 - 03:00, 4: 11:00 - 03:00, 5: 11:00 - 03:00, 6: 11:00 - 03:00","[{'name': 'Monday', 'data': [53, 34, 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 8, 9, 12, 18, 28, 40, 54, 66, 67, 66]}, {'name': 'Tuesday', 'data': [49, 33, 15, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 11, 10, 10, 12, 18, 25, 37, 47, 57, 62, 64]}, {'name': 'Wednesday', 'data': [49, 33, 15, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 12, 11, 12, 14, 18, 25, 35, 48, 60, 66, 65]}, {'name': 'Thursday', 'data': [48, 34, 20, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 13, 13, 13, 16, 21, 32, 42, 57, 67, 77, 71]}, {'name': 'Friday', 'data': [50, 30, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 13, 14, 16, 20, 30, 43, 54, 68, 84, 98, 100]}, {'name': 'Saturday', 'data': [74, 48, 28, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 18, 19, 20, 24, 32, 47, 59, 73, 85, 97, 97]}, {'name': 'Sunday', 'data': [73, 51, 31, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 24, 26, 25, 24, 27, 35, 44, 52, 64, 71, 73]}]","[None, None]",2
116,Hamilton Heights,ChIJrZzAp2T2wokRb6CiYzfxPW4,70,Johnny Hartman Plaza,natural,0,TRUE,"Johnny Hartman Plaza, honoring the legendary jazz singer, offers a serene space with benches, trees, and sculptures, providing a peaceful retreat and celebrating his contributions to music and culture.",40.8241562,-73.9486187,"Amsterdam Av, W 143 St and, Hamilton Place, New York",4.2,118,(212) 639-9675,http://www.nycgovparks.org/parks/johnny-hartman-square,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=7943770537948520559,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [11, 7, 8, 9, 21, 27, 24, 21, 22, 29, 38, 42, 42, 49, 62, 70, 72, 70, 54, 47, 41, 38, 37, 28]}, {'name': 'Tuesday', 'data': [16, 10, 10, 16, 8, 17, 23, 34, 36, 37, 30, 36, 36, 45, 43, 50, 49, 60, 56, 54, 42, 30, 22, 16]}, {'name': 'Wednesday', 'data': [11, 11, 8, 5, 1, 2, 8, 11, 21, 25, 36, 42, 45, 45, 50, 60, 64, 58, 47, 42, 34, 23, 18, 10]}, {'name': 'Thursday', 'data': [4, 1, 3, 2, 10, 15, 20, 31, 37, 48, 45, 45, 44, 50, 52, 49, 44, 32, 31, 29, 34, 38, 40, 37]}, {'name': 'Friday', 'data': [29, 22, 15, 10, 14, 14, 15, 20, 25, 37, 51, 64, 72, 80, 89, 100, 92, 75, 62, 49, 45, 43, 48, 43]}, {'name': 'Saturday', 'data': [36, 25, 18, 16, 10, 16, 20, 28, 34, 38, 40, 44, 49, 56, 62, 69, 67, 55, 47, 44, 47, 51, 45, 35]}, {'name': 'Sunday', 'data': [23, 15, 9, 8, 12, 11, 12, 15, 22, 30, 36, 42, 47, 51, 54, 54, 56, 51, 44, 34, 25, 24, 22, 16]}]","[60, 60]",
116,Hamilton Heights,ChIJ6UxI5on2wokRZQTxoR15edY,71,Ten Mile River Playground,entertainment,0,TRUE,"Ten Mile River Playground features a variety of play structures, sports courts, and picnic areas, offering children and families a fun and engaging outdoor space for recreation and relaxation.",40.8300432,-73.9524517,"Riverside Park, New York",4.6,181,(212) 870-3070,https://www.nycgovparks.org/parks/M071/highlights/6532,,,"['park', 'point_of_interest']",+1 212-870-3070,https://maps.google.com/?cid=15454516764476507237,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00","[{'name': 'Monday', 'data': [0, 3, 29, 44, 7, 11, 14, 3, 0, 0, 7, 14, 29, 18, 25, 29, 51, 33, 22, 22, 25, 33, 25, 14]}, {'name': 'Tuesday', 'data': [18, 11, 18, 7, 59, 25, 11, 0, 0, 3, 18, 37, 59, 37, 29, 18, 25, 44, 66, 59, 25, 7, 7, 25]}, {'name': 'Wednesday', 'data': [55, 70, 62, 48, 3, 11, 11, 14, 7, 3, 3, 11, 22, 14, 11, 3, 0, 7, 18, 40, 40, 29, 18, 25]}, {'name': 'Thursday', 'data': [14, 14, 11, 3, 14, 14, 18, 29, 25, 29, 51, 37, 44, 37, 14, 3, 0, 3, 25, 37, 70, 44, 29, 18]}, {'name': 'Friday', 'data': [22, 7, 7, 7, 0, 3, 11, 18, 18, 25, 14, 11, 18, 14, 7, 0, 0, 0, 0, 22, 48, 100, 59, 37]}, {'name': 'Saturday', 'data': [22, 11, 3, 0, 29, 29, 22, 33, 14, 7, 7, 18, 40, 29, 44, 33, 59, 48, 62, 59, 33, 25, 22, 44]}, {'name': 'Sunday', 'data': [29, 29, 40, 51, 74, 51, 25, 3, 0, 3, 7, 18, 11, 14, 25, 11, 3, 7, 7, 25, 22, 33, 14, 7]}]","[None, None]",
116,Hamilton Heights,ChIJVfOYcIf2wokRZOHnnfezEQs,72,Carmansville Playground,entertainment,0,TRUE,"Carmansville Playground, with its modern play structures, basketball courts, and shaded seating areas, offers a dynamic and inviting space for children and families to enjoy outdoor activities and community gatherings.",40.8293108,-73.944241,"1841 Amsterdam Avenue, New York",4.3,136,(212) 639-9675,http://www.nycgovparks.org/parks/carmansville-playground,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=797616485108801892,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 07:00 - 18:00, 1: 07:00 - 18:00, 2: 07:00 - 18:00, 3: 07:00 - 18:00, 4: 07:00 - 18:00, 5: 07:00 - 18:00, 6: 07:00 - 18:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 13, 10, 13, 10, 19, 28, 38, 53, 51, 49, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 4, 11, 18, 22, 23, 26, 22, 28, 31, 34, 30, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 4, 4, 5, 11, 14, 19, 25, 31, 33, 30, 23, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 16, 34, 57, 87, 100, 78, 46, 28, 22, 26, 25, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 7, 7, 3, 3, 7, 19, 24, 31, 33, 30, 27, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 14, 8, 7, 7, 13, 18, 21, 23, 21, 17, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 9, 13, 15, 23, 26, 34, 34, 32, 28, 19, 0, 0, 0, 0, 0, 0]}]","[None, None]",
120,Highbridge Park,ChIJIajOciL0wokR9-vDXrLJvCM,73,Alexander Hamilton Bridge,landmark,0,TRUE,"The Alexander Hamilton Bridge, spanning the Harlem River, connects Manhattan and the Bronx. This vital infrastructure supports heavy traffic flow and offers striking views of the river and city skyline.",40.8456621,-73.9287142,"Cross Bronx Expressway, New York",4.2,119,,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],,https://maps.google.com/?cid=2575154854880340983,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [21, 28, 28, 64, 42, 21, 7, 0, 7, 14, 21, 28, 28, 28, 28, 71, 57, 42, 42, 28, 28, 50, 42, 21]}, {'name': 'Tuesday', 'data': [14, 7, 7, 21, 14, 7, 0, 0, 7, 21, 42, 50, 42, 28, 35, 78, 57, 42, 35, 35, 78, 100, 92, 35]}, {'name': 'Wednesday', 'data': [21, 21, 7, 7, 0, 7, 14, 42, 28, 21, 35, 35, 64, 50, 57, 35, 35, 57, 42, 71, 42, 28, 21, 7]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 7, 21, 50, 21, 14, 0, 7, 14, 21, 21, 42, 21, 7, 7, 21, 28, 21, 21, 35, 21]}, {'name': 'Friday', 'data': [7, 0, 0, 7, 14, 7, 0, 0, 7, 21, 57, 50, 50, 42, 64, 71, 35, 28, 28, 35, 14, 21, 28, 57]}, {'name': 'Saturday', 'data': [35, 28, 7, 7, 35, 21, 14, 0, 7, 21, 50, 21, 14, 0, 0, 21, 64, 100, 78, 50, 28, 50, 28, 7]}, {'name': 'Sunday', 'data': [7, 21, 28, 21, 35, 42, 28, 42, 21, 7, 7, 14, 35, 35, 28, 35, 35, 21, 14, 35, 35, 64, 57, 50]}]","[None, None]",99
120,Highbridge Park,ChIJ-cikQiH0wokR0AV5ZPfUUnk,74,The High Bridge,landmark,0,TRUE,"The High Bridge, the oldest bridge in New York City, spans the Harlem River, connecting Manhattan and the Bronx. This historic pedestrian bridge offers scenic walking paths and panoramic views of the city.",40.8423253,-73.930101,"Harlem River Drive, New York",4.6,570,(212) 639-9675,http://www.nycgovparks.org/park-features/highbridge-park/planyc,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",,['point_of_interest'],+1 212-639-9675,https://maps.google.com/?cid=8742283985687217616,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 07:00 - 22:00, 1: 07:00 - 22:00, 2: 07:00 - 22:00, 3: 07:00 - 22:00, 4: 07:00 - 22:00, 5: 07:00 - 22:00, 6: 07:00 - 22:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 23, 33, 43, 58, 66, 70, 71, 70, 69, 74, 62, 64, 51, 48, 37, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 32, 40, 47, 55, 56, 56, 56, 69, 85, 93, 87, 81, 71, 66, 50, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 50, 57, 58, 63, 62, 65, 64, 66, 71, 79, 83, 71, 62, 52, 45, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 35, 47, 57, 60, 69, 71, 70, 63, 57, 59, 63, 61, 52, 45, 44, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 36, 55, 60, 62, 64, 60, 59, 61, 55, 63, 63, 72, 70, 59, 47, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 29, 38, 42, 52, 64, 71, 74, 69, 71, 72, 68, 73, 79, 85, 82, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 13, 30, 37, 49, 63, 72, 79, 82, 87, 91, 100, 96, 89, 75, 62, 0, 0]}]","[None, None]",82
120,Highbridge Park,ChIJ20Qhjxj0wokRYEZlXBIvEwE,75,Washington Bridge,landmark,0,TRUE,"An arch bridge over the Harlem River, connects Manhattan and the Bronx. It features pedestrian walkways and vehicular lanes, providing practical transit and scenic views of the surrounding area.",40.8468008,-73.9279982,The Bronx,4.2,364,,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],,https://maps.google.com/?cid=77457374501488224,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [19, 19, 17, 15, 5, 11, 27, 31, 37, 27, 23, 29, 50, 58, 41, 37, 45, 54, 60, 52, 43, 33, 35, 35]}, {'name': 'Tuesday', 'data': [37, 35, 21, 7, 21, 23, 27, 31, 33, 35, 35, 41, 43, 39, 37, 37, 54, 49, 35, 29, 17, 15, 17, 7]}, {'name': 'Wednesday', 'data': [5, 7, 9, 13, 33, 25, 39, 43, 45, 35, 23, 23, 25, 33, 31, 31, 33, 47, 54, 41, 35, 33, 39, 33]}, {'name': 'Thursday', 'data': [29, 15, 21, 25, 13, 17, 29, 37, 33, 33, 25, 29, 35, 43, 49, 45, 45, 43, 43, 35, 25, 23, 35, 39]}, {'name': 'Friday', 'data': [33, 23, 25, 21, 19, 17, 19, 21, 27, 35, 33, 41, 43, 49, 47, 54, 64, 80, 66, 45, 31, 33, 37, 50]}, {'name': 'Saturday', 'data': [43, 31, 27, 15, 23, 25, 11, 13, 23, 41, 41, 47, 52, 74, 100, 96, 78, 64, 52, 41, 27, 19, 21, 29]}, {'name': 'Sunday', 'data': [29, 17, 19, 21, 17, 9, 9, 15, 11, 17, 19, 31, 31, 37, 47, 60, 62, 56, 50, 41, 37, 37, 33, 29]}]","[None, None]",47
